ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	CrearFiesta	crearfiesta	1591038162783	 	3.3.1
USER	CrearFiesta	227	START	1591038168485	1591038168485
USER	AceptarLocal	252	START	1591038168485	1591038168485
REQUEST	252		Home	1591038168485	1591038168488	OK	 
REQUEST	227		Home	1591038168485	1591038168488	OK	 
USER	CrearFiesta	253	START	1591038168526	1591038168526
USER	AceptarLocal	278	START	1591038168526	1591038168526
REQUEST	253		Home	1591038168527	1591038168530	OK	 
REQUEST	278		Home	1591038168527	1591038168530	OK	 
USER	AceptarLocal	279	START	1591038168568	1591038168568
REQUEST	279		Home	1591038168570	1591038168573	OK	 
USER	CrearFiesta	254	START	1591038168569	1591038168569
REQUEST	254		Home	1591038168575	1591038168580	OK	 
REQUEST	3		Login	1591038168589	1591038168590	OK	 
REQUEST	2		Login	1591038168558	1591038168559	OK	 
REQUEST	1		Login	1591038168547	1591038168548	OK	 
REQUEST	53		Login	1591038168558	1591038168559	OK	 
REQUEST	52		Login	1591038168547	1591038168548	OK	 
USER	CrearFiesta	255	START	1591038168610	1591038168610
USER	AceptarLocal	280	START	1591038168610	1591038168610
REQUEST	54		Login	1591038168610	1591038168611	OK	 
REQUEST	255		Home	1591038168610	1591038168613	OK	 
REQUEST	280		Home	1591038168610	1591038168613	OK	 
REQUEST	4		Login	1591038168640	1591038168641	OK	 
REQUEST	55		Login	1591038168640	1591038168641	OK	 
USER	AceptarLocal	281	START	1591038168651	1591038168651
USER	CrearFiesta	256	START	1591038168651	1591038168651
REQUEST	256		Home	1591038168652	1591038168656	OK	 
REQUEST	281		Home	1591038168652	1591038168656	OK	 
REQUEST	5		Login	1591038168655	1591038168656	OK	 
REQUEST	56		Login	1591038168666	1591038168667	OK	 
USER	AceptarLocal	282	START	1591038168685	1591038168685
USER	CrearFiesta	257	START	1591038168685	1591038168685
REQUEST	257		Home	1591038168686	1591038168689	OK	 
REQUEST	282		Home	1591038168686	1591038168689	OK	 
REQUEST	6		Login	1591038168696	1591038168697	OK	 
REQUEST	57		Login	1591038168706	1591038168708	OK	 
USER	AceptarLocal	283	START	1591038168727	1591038168727
USER	CrearFiesta	258	START	1591038168727	1591038168727
REQUEST	7		Login	1591038168727	1591038168728	OK	 
REQUEST	283		Home	1591038168727	1591038168730	OK	 
REQUEST	258		Home	1591038168728	1591038168730	OK	 
REQUEST	58		Login	1591038168737	1591038168738	OK	 
USER	CrearFiesta	259	START	1591038168767	1591038168767
USER	AceptarLocal	284	START	1591038168768	1591038168768
REQUEST	259		Home	1591038168768	1591038168771	OK	 
REQUEST	284		Home	1591038168768	1591038168771	OK	 
REQUEST	8		Login	1591038168778	1591038168780	OK	 
REQUEST	59		Login	1591038168789	1591038168791	OK	 
USER	CrearFiesta	260	START	1591038168810	1591038168810
USER	AceptarLocal	285	START	1591038168810	1591038168810
REQUEST	260		Home	1591038168811	1591038168814	OK	 
REQUEST	285		Home	1591038168810	1591038168814	OK	 
REQUEST	9		Login	1591038168820	1591038168821	OK	 
REQUEST	60		Login	1591038168825	1591038168826	OK	 
USER	CrearFiesta	261	START	1591038168846	1591038168846
USER	AceptarLocal	286	START	1591038168846	1591038168846
REQUEST	286		Home	1591038168847	1591038168850	OK	 
REQUEST	261		Home	1591038168847	1591038168850	OK	 
REQUEST	10		Login	1591038168856	1591038168858	OK	 
REQUEST	61		Login	1591038168878	1591038168879	OK	 
USER	CrearFiesta	262	START	1591038168888	1591038168888
USER	AceptarLocal	287	START	1591038168888	1591038168888
REQUEST	287		Home	1591038168888	1591038168891	OK	 
REQUEST	262		Home	1591038168888	1591038168891	OK	 
REQUEST	11		Login	1591038168898	1591038168899	OK	 
REQUEST	62		Login	1591038168909	1591038168910	OK	 
USER	CrearFiesta	263	START	1591038168930	1591038168930
USER	AceptarLocal	288	START	1591038168930	1591038168930
REQUEST	288		Home	1591038168930	1591038168933	OK	 
REQUEST	263		Home	1591038168930	1591038168933	OK	 
REQUEST	12		Login	1591038168940	1591038168941	OK	 
REQUEST	63		Login	1591038168950	1591038168951	OK	 
USER	AceptarLocal	289	START	1591038168965	1591038168965
USER	CrearFiesta	264	START	1591038168965	1591038168965
REQUEST	13		Login	1591038168965	1591038168966	OK	 
REQUEST	289		Home	1591038168965	1591038168968	OK	 
REQUEST	264		Home	1591038168965	1591038168968	OK	 
REQUEST	64		Login	1591038168975	1591038168976	OK	 
USER	CrearFiesta	265	START	1591038169006	1591038169006
USER	AceptarLocal	290	START	1591038169006	1591038169006
REQUEST	290		Home	1591038169007	1591038169010	OK	 
REQUEST	265		Home	1591038169007	1591038169010	OK	 
REQUEST	14		Login	1591038169017	1591038169018	OK	 
REQUEST	65		Login	1591038169028	1591038169029	OK	 
USER	CrearFiesta	266	START	1591038169048	1591038169048
USER	AceptarLocal	291	START	1591038169048	1591038169048
REQUEST	266		Home	1591038169048	1591038169051	OK	 
REQUEST	291		Home	1591038169048	1591038169051	OK	 
REQUEST	15		Login	1591038169058	1591038169059	OK	 
REQUEST	66		Login	1591038169068	1591038169069	OK	 
USER	AceptarLocal	292	START	1591038169088	1591038169088
USER	CrearFiesta	267	START	1591038169088	1591038169088
REQUEST	292		Home	1591038169089	1591038169092	OK	 
REQUEST	267		Home	1591038169089	1591038169092	OK	 
REQUEST	16		Login	1591038169099	1591038169100	OK	 
REQUEST	67		Login	1591038169109	1591038169110	OK	 
USER	AceptarLocal	293	START	1591038169130	1591038169130
USER	CrearFiesta	268	START	1591038169130	1591038169130
REQUEST	293		Home	1591038169130	1591038169133	OK	 
REQUEST	268		Home	1591038169130	1591038169133	OK	 
REQUEST	17		Login	1591038169135	1591038169136	OK	 
REQUEST	68		Login	1591038169145	1591038169146	OK	 
USER	AceptarLocal	294	START	1591038169165	1591038169165
USER	CrearFiesta	269	START	1591038169165	1591038169165
REQUEST	294		Home	1591038169166	1591038169168	OK	 
REQUEST	269		Home	1591038169166	1591038169168	OK	 
REQUEST	18		Login	1591038169175	1591038169177	OK	 
REQUEST	69		Login	1591038169186	1591038169186	OK	 
USER	CrearFiesta	270	START	1591038169206	1591038169206
USER	AceptarLocal	295	START	1591038169206	1591038169206
REQUEST	295		Home	1591038169207	1591038169209	OK	 
REQUEST	270		Home	1591038169206	1591038169209	OK	 
REQUEST	19		Login	1591038169226	1591038169228	OK	 
REQUEST	70		Login	1591038169237	1591038169238	OK	 
USER	CrearFiesta	271	START	1591038169247	1591038169247
USER	AceptarLocal	296	START	1591038169247	1591038169247
REQUEST	296		Home	1591038169248	1591038169250	OK	 
REQUEST	271		Home	1591038169248	1591038169250	OK	 
REQUEST	20		Login	1591038169268	1591038169269	OK	 
USER	CrearFiesta	272	START	1591038169288	1591038169288
USER	AceptarLocal	297	START	1591038169288	1591038169288
REQUEST	71		Login	1591038169289	1591038169290	OK	 
REQUEST	272		Home	1591038169289	1591038169291	OK	 
REQUEST	297		Home	1591038169289	1591038169291	OK	 
REQUEST	21		Login	1591038169299	1591038169300	OK	 
REQUEST	72		Login	1591038169310	1591038169311	OK	 
USER	CrearFiesta	273	START	1591038169325	1591038169325
USER	AceptarLocal	298	START	1591038169325	1591038169325
REQUEST	273		Home	1591038169325	1591038169328	OK	 
REQUEST	298		Home	1591038169325	1591038169328	OK	 
REQUEST	22		Login	1591038169335	1591038169336	OK	 
REQUEST	73		Login	1591038169335	1591038169336	OK	 
USER	AceptarLocal	299	START	1591038169367	1591038169367
USER	CrearFiesta	274	START	1591038169367	1591038169367
REQUEST	299		Home	1591038169367	1591038169370	OK	 
REQUEST	274		Home	1591038169367	1591038169370	OK	 
REQUEST	23		Login	1591038169378	1591038169379	OK	 
REQUEST	74		Login	1591038169388	1591038169389	OK	 
USER	CrearFiesta	275	START	1591038169408	1591038169408
USER	AceptarLocal	300	START	1591038169408	1591038169408
REQUEST	275		Home	1591038169408	1591038169412	OK	 
REQUEST	300		Home	1591038169408	1591038169412	OK	 
REQUEST	24		Login	1591038169418	1591038169419	OK	 
REQUEST	75		Login	1591038169428	1591038169429	OK	 
USER	AceptarLocal	301	START	1591038169449	1591038169449
USER	CrearFiesta	276	START	1591038169449	1591038169449
REQUEST	276		Home	1591038169450	1591038169452	OK	 
REQUEST	301		Home	1591038169450	1591038169452	OK	 
REQUEST	25		Login	1591038169460	1591038169461	OK	 
REQUEST	76		Login	1591038169471	1591038169472	OK	 
USER	AceptarLocal	302	START	1591038169485	1591038169485
USER	CrearFiesta	277	START	1591038169485	1591038169485
REQUEST	277		Home	1591038169486	1591038169489	OK	 
REQUEST	302		Home	1591038169486	1591038169489	OK	 
REQUEST	77		Login	1591038169507	1591038169507	OK	 
REQUEST	26		Login	1591038169517	1591038169518	OK	 
USER	AceptarLocal	328	START	1591038169527	1591038169527
REQUEST	328		Home	1591038169527	1591038169531	OK	 
USER	CrearFiesta	303	START	1591038169537	1591038169537
REQUEST	303		Home	1591038169538	1591038169540	OK	 
REQUEST	78		Login	1591038169557	1591038169558	OK	 
REQUEST	27		Login	1591038169557	1591038169558	OK	 
USER	AceptarLocal	329	START	1591038169568	1591038169568
REQUEST	329		Home	1591038169569	1591038169571	OK	 
USER	CrearFiesta	304	START	1591038169578	1591038169578
REQUEST	304		Home	1591038169578	1591038169581	OK	 
REQUEST	79		Login	1591038169588	1591038169589	OK	 
USER	AceptarLocal	330	START	1591038169608	1591038169608
REQUEST	28		Login	1591038169609	1591038169610	OK	 
REQUEST	330		Home	1591038169609	1591038169612	OK	 
USER	CrearFiesta	305	START	1591038169619	1591038169619
REQUEST	305		Home	1591038169619	1591038169622	OK	 
REQUEST	80		Login	1591038169630	1591038169631	OK	 
REQUEST	29		Login	1591038169641	1591038169642	OK	 
USER	AceptarLocal	331	START	1591038169645	1591038169645
REQUEST	331		Home	1591038169645	1591038169648	OK	 
USER	CrearFiesta	306	START	1591038169655	1591038169655
REQUEST	306		Home	1591038169656	1591038169658	OK	 
REQUEST	81		Login	1591038169666	1591038169667	OK	 
REQUEST	30		Login	1591038169676	1591038169677	OK	 
USER	AceptarLocal	332	START	1591038169686	1591038169686
REQUEST	332		Home	1591038169686	1591038169689	OK	 
USER	CrearFiesta	307	START	1591038169696	1591038169696
REQUEST	307		Home	1591038169696	1591038169699	OK	 
REQUEST	82		Login	1591038169706	1591038169707	OK	 
REQUEST	31		Login	1591038169716	1591038169717	OK	 
USER	AceptarLocal	333	START	1591038169726	1591038169726
REQUEST	333		Home	1591038169727	1591038169730	OK	 
USER	CrearFiesta	308	START	1591038169737	1591038169737
REQUEST	308		Home	1591038169737	1591038169741	OK	 
REQUEST	83		Login	1591038169748	1591038169749	OK	 
REQUEST	32		Login	1591038169758	1591038169760	OK	 
USER	AceptarLocal	334	START	1591038169768	1591038169768
REQUEST	334		Home	1591038169769	1591038169772	OK	 
USER	CrearFiesta	309	START	1591038169779	1591038169779
REQUEST	309		Home	1591038169780	1591038169783	OK	 
REQUEST	84		Login	1591038169790	1591038169791	OK	 
USER	AceptarLocal	335	START	1591038169805	1591038169805
REQUEST	33		Login	1591038169805	1591038169806	OK	 
REQUEST	335		Home	1591038169805	1591038169808	OK	 
USER	CrearFiesta	310	START	1591038169815	1591038169815
REQUEST	310		Home	1591038169815	1591038169818	OK	 
REQUEST	85		Login	1591038169825	1591038169827	OK	 
REQUEST	34		Login	1591038169835	1591038169836	OK	 
USER	AceptarLocal	336	START	1591038169845	1591038169845
REQUEST	336		Home	1591038169846	1591038169848	OK	 
USER	CrearFiesta	311	START	1591038169855	1591038169855
REQUEST	311		Home	1591038169856	1591038169859	OK	 
REQUEST	86		Login	1591038169866	1591038169867	OK	 
REQUEST	35		Login	1591038169877	1591038169878	OK	 
USER	AceptarLocal	337	START	1591038169888	1591038169888
REQUEST	337		Home	1591038169888	1591038169891	OK	 
USER	CrearFiesta	312	START	1591038169899	1591038169899
REQUEST	312		Home	1591038169899	1591038169902	OK	 
REQUEST	87		Login	1591038169910	1591038169911	OK	 
REQUEST	36		Login	1591038169921	1591038169922	OK	 
USER	AceptarLocal	338	START	1591038169925	1591038169925
REQUEST	338		Home	1591038169925	1591038169928	OK	 
USER	CrearFiesta	313	START	1591038169935	1591038169935
REQUEST	313		Home	1591038169936	1591038169938	OK	 
REQUEST	88		Login	1591038169946	1591038169947	OK	 
REQUEST	37		Login	1591038169956	1591038169957	OK	 
USER	AceptarLocal	339	START	1591038169967	1591038169967
REQUEST	339		Home	1591038169967	1591038169970	OK	 
USER	CrearFiesta	314	START	1591038169978	1591038169978
REQUEST	314		Home	1591038169978	1591038169981	OK	 
REQUEST	89		Login	1591038169988	1591038169989	OK	 
REQUEST	38		Login	1591038169999	1591038170000	OK	 
USER	AceptarLocal	340	START	1591038170010	1591038170010
REQUEST	340		Home	1591038170010	1591038170013	OK	 
USER	CrearFiesta	315	START	1591038170020	1591038170020
REQUEST	315		Home	1591038170020	1591038170023	OK	 
REQUEST	90		Login	1591038170031	1591038170032	OK	 
REQUEST	39		Login	1591038170035	1591038170036	OK	 
USER	AceptarLocal	341	START	1591038170045	1591038170045
REQUEST	341		Home	1591038170046	1591038170049	OK	 
USER	CrearFiesta	316	START	1591038170055	1591038170055
REQUEST	316		Home	1591038170055	1591038170060	OK	 
REQUEST	91		Login	1591038170066	1591038170067	OK	 
REQUEST	40		Login	1591038170076	1591038170077	OK	 
USER	AceptarLocal	342	START	1591038170086	1591038170086
REQUEST	342		Home	1591038170087	1591038170089	OK	 
USER	CrearFiesta	317	START	1591038170097	1591038170097
REQUEST	317		Home	1591038170097	1591038170100	OK	 
REQUEST	92		Login	1591038170107	1591038170108	OK	 
USER	AceptarLocal	343	START	1591038170129	1591038170129
REQUEST	41		Login	1591038170129	1591038170130	OK	 
REQUEST	343		Home	1591038170130	1591038170132	OK	 
USER	CrearFiesta	318	START	1591038170139	1591038170139
REQUEST	318		Home	1591038170140	1591038170143	OK	 
REQUEST	93		Login	1591038170150	1591038170151	OK	 
REQUEST	42		Login	1591038170155	1591038170156	OK	 
USER	AceptarLocal	344	START	1591038170165	1591038170165
REQUEST	344		Home	1591038170165	1591038170168	OK	 
USER	CrearFiesta	319	START	1591038170175	1591038170175
REQUEST	319		Home	1591038170175	1591038170178	OK	 
REQUEST	94		Login	1591038170186	1591038170186	OK	 
REQUEST	43		Login	1591038170186	1591038170186	OK	 
USER	AceptarLocal	345	START	1591038170206	1591038170206
REQUEST	345		Home	1591038170206	1591038170209	OK	 
USER	CrearFiesta	320	START	1591038170216	1591038170216
REQUEST	320		Home	1591038170216	1591038170219	OK	 
REQUEST	95		Login	1591038170226	1591038170228	OK	 
REQUEST	44		Login	1591038170237	1591038170238	OK	 
USER	AceptarLocal	346	START	1591038170247	1591038170247
REQUEST	346		Home	1591038170248	1591038170251	OK	 
USER	CrearFiesta	321	START	1591038170259	1591038170259
REQUEST	321		Home	1591038170259	1591038170263	OK	 
REQUEST	96		Login	1591038170269	1591038170270	OK	 
REQUEST	45		Login	1591038170280	1591038170281	OK	 
USER	AceptarLocal	347	START	1591038170285	1591038170285
REQUEST	347		Home	1591038170285	1591038170288	OK	 
USER	CrearFiesta	322	START	1591038170295	1591038170295
REQUEST	322		Home	1591038170295	1591038170298	OK	 
REQUEST	97		Login	1591038170306	1591038170307	OK	 
USER	AceptarLocal	348	START	1591038170326	1591038170326
REQUEST	46		Login	1591038170326	1591038170327	OK	 
REQUEST	348		Home	1591038170326	1591038170330	OK	 
USER	CrearFiesta	323	START	1591038170336	1591038170336
REQUEST	323		Home	1591038170337	1591038170339	OK	 
REQUEST	98		Login	1591038170346	1591038170347	OK	 
REQUEST	47		Login	1591038170357	1591038170358	OK	 
USER	AceptarLocal	349	START	1591038170367	1591038170367
REQUEST	349		Home	1591038170368	1591038170370	OK	 
USER	CrearFiesta	324	START	1591038170378	1591038170378
REQUEST	324		Home	1591038170379	1591038170381	OK	 
REQUEST	99		Login	1591038170389	1591038170390	OK	 
REQUEST	48		Login	1591038170400	1591038170401	OK	 
USER	AceptarLocal	350	START	1591038170411	1591038170411
REQUEST	350		Home	1591038170411	1591038170414	OK	 
USER	CrearFiesta	325	START	1591038170415	1591038170415
REQUEST	325		Home	1591038170415	1591038170418	OK	 
REQUEST	100		Login	1591038170425	1591038170426	OK	 
REQUEST	49		Login	1591038170435	1591038170436	OK	 
USER	AceptarLocal	351	START	1591038170446	1591038170446
REQUEST	351		Home	1591038170446	1591038170449	OK	 
USER	CrearFiesta	326	START	1591038170457	1591038170457
REQUEST	326		Home	1591038170457	1591038170460	OK	 
REQUEST	101		Login	1591038170468	1591038170469	OK	 
REQUEST	50		Login	1591038170479	1591038170480	OK	 
USER	AceptarLocal	352	START	1591038170489	1591038170489
REQUEST	352		Home	1591038170489	1591038170492	OK	 
USER	CrearFiesta	327	START	1591038170499	1591038170499
REQUEST	327		Home	1591038170499	1591038170502	OK	 
REQUEST	102		Login	1591038170509	1591038170510	OK	 
REQUEST	51		Login	1591038170520	1591038170521	OK	 
USER	AceptarLocal	378	START	1591038170530	1591038170530
USER	CrearFiesta	353	START	1591038170530	1591038170530
REQUEST	353		Home	1591038170531	1591038170533	OK	 
REQUEST	378		Home	1591038170531	1591038170533	OK	 
REQUEST	128		Login	1591038170545	1591038170547	OK	 
REQUEST	103		Login	1591038170545	1591038170547	OK	 
USER	CrearFiesta	354	START	1591038170565	1591038170565
USER	AceptarLocal	379	START	1591038170565	1591038170565
REQUEST	354		Home	1591038170565	1591038170569	OK	 
REQUEST	379		Home	1591038170565	1591038170569	OK	 
REQUEST	104		Login	1591038170596	1591038170597	OK	 
REQUEST	129		Login	1591038170596	1591038170597	OK	 
USER	CrearFiesta	355	START	1591038170606	1591038170606
USER	AceptarLocal	380	START	1591038170606	1591038170606
REQUEST	380		Home	1591038170606	1591038170609	OK	 
REQUEST	355		Home	1591038170606	1591038170609	OK	 
REQUEST	130		Login	1591038170627	1591038170628	OK	 
REQUEST	105		Login	1591038170627	1591038170629	OK	 
USER	CrearFiesta	356	START	1591038170648	1591038170648
USER	AceptarLocal	381	START	1591038170649	1591038170649
REQUEST	381		Home	1591038170649	1591038170652	OK	 
REQUEST	356		Home	1591038170649	1591038170652	OK	 
REQUEST	106		Login	1591038170671	1591038170672	OK	 
REQUEST	131		Login	1591038170671	1591038170672	OK	 
USER	AceptarLocal	382	START	1591038170685	1591038170685
USER	CrearFiesta	357	START	1591038170685	1591038170685
REQUEST	382		Home	1591038170686	1591038170689	OK	 
REQUEST	357		Home	1591038170686	1591038170689	OK	 
REQUEST	132		Login	1591038170705	1591038170706	OK	 
REQUEST	107		Login	1591038170705	1591038170706	OK	 
USER	CrearFiesta	358	START	1591038170726	1591038170726
USER	AceptarLocal	383	START	1591038170726	1591038170726
REQUEST	383		Home	1591038170726	1591038170729	OK	 
REQUEST	358		Home	1591038170726	1591038170729	OK	 
REQUEST	133		Login	1591038170747	1591038170748	OK	 
REQUEST	108		Login	1591038170747	1591038170748	OK	 
USER	AceptarLocal	384	START	1591038170767	1591038170767
USER	CrearFiesta	359	START	1591038170767	1591038170767
REQUEST	384		Home	1591038170767	1591038170770	OK	 
REQUEST	359		Home	1591038170768	1591038170770	OK	 
REQUEST	109		Login	1591038170788	1591038170789	OK	 
REQUEST	134		Login	1591038170788	1591038170789	OK	 
USER	CrearFiesta	360	START	1591038170808	1591038170808
USER	AceptarLocal	385	START	1591038170808	1591038170808
REQUEST	360		Home	1591038170809	1591038170812	OK	 
REQUEST	385		Home	1591038170809	1591038170812	OK	 
REQUEST	110		Login	1591038170830	1591038170831	OK	 
